user_id,timestamp,event_type,value,category,country
1699,2023-02-05T21:38:03,view,0.0,electronics,US
1975,2023-09-14T16:01:12,view,0.0,fitness,IN
1782,2023-01-09T06:41:35,click,0.0,books,IN
1189,2023-08-04T22:13:34,view,0.0,electronics,US
1957,2023-08-29T11:39:16,view,0.0,groceries,IN
1686,2023-10-30T18:14:36,view,0.0,groceries,GB
1957,2023-01-13T04:50:12,view,0.0,fitness,US
1562,2023-08-10T11:32:26,view,0.0,fitness,FR
1875,2023-02-10T08:03:21,click,0.0,books,IN
1566,2023-01-25T01:56:03,click,0.0,home,US
1243,2023-11-11T01:26:36,view,0.0,electronics,DE
1831,2023-10-22T13:20:40,click,0.0,books,CA
1504,2023-11-09T13:50:44,view,0.0,fitness,AU
1130,2023-07-04T16:18:53,view,0.0,fitness,US
1484,2023-09-06T18:15:13,purchase,52.49,fitness,DE
1818,2023-03-02T16:32:14,view,0.0,fitness,US
1646,2023-11-19T05:51:37,click,0.0,clothing,US
1020,2023-05-09T01:53:02,click,0.0,fitness,GB
1840,2023-10-10T22:45:26,purchase,36.83,fitness,US
1166,2023-05-09T15:05:11,click,0.0,clothing,IN
1273,2023-07-15T15:17:47,view,0.0,home,DE
1387,2023-08-13T20:35:43,view,0.0,groceries,AU
1600,2023-02-26T06:21:22,click,0.0,fitness,IN
1315,2023-07-23T09:08:14,click,0.0,fitness,DE
1013,2023-01-24T18:21:02,view,0.0,books,US
1241,2023-08-05T14:25:51,purchase,58.95,electronics,US
1776,2023-11-16T03:26:27,click,0.0,books,GB
1345,2023-11-17T16:27:00,signup,0.0,fitness,CA
1564,2023-10-16T22:23:01,view,0.0,home,US
1897,2023-09-26T19:55:44,refund,0.0,books,DE
1339,2023-10-21T21:20:03,click,0.0,home,US
1091,2023-12-16T22:30:34,click,0.0,home,FR
1366,2023-01-24T23:36:11,purchase,8.09,fitness,DE
1955,2023-12-27T05:58:49,purchase,54.85,home,DE
1454,2023-11-30T11:57:48,click,0.0,books,CA
1427,2023-03-05T04:46:28,view,0.0,clothing,IN
1508,2023-06-15T05:03:18,purchase,17.03,electronics,US
1775,2023-10-19T04:34:36,click,0.0,home,GB
1942,2023-09-04T18:39:16,view,0.0,fitness,GB
1034,2023-05-06T18:52:28,purchase,21.92,groceries,FR
1205,2023-12-31T13:00:28,click,0.0,home,IN
1080,2023-09-22T22:10:56,click,0.0,books,DE
1931,2023-01-14T21:25:46,view,0.0,home,DE
1561,2023-06-24T22:49:10,click,0.0,groceries,IN
1871,2023-10-24T21:18:31,click,0.0,clothing,US
1387,2023-05-24T04:47:08,signup,0.0,books,IN
1001,2023-09-24T02:31:50,view,0.0,books,FR
1389,2023-12-04T04:37:14,purchase,110.04,fitness,IN
1565,2023-01-21T08:59:59,purchase,17.05,books,IN
1105,2023-10-22T16:42:05,click,0.0,groceries,IN
1771,2023-06-20T19:27:56,click,0.0,books,IN
1821,2023-03-13T00:27:42,click,0.0,clothing,GB
1476,2023-06-30T11:32:19,click,0.0,electronics,AU
1702,2023-05-13T19:05:11,view,0.0,electronics,US
1401,2023-05-25T22:50:55,view,0.0,home,IN
1729,2023-07-13T00:38:54,view,0.0,electronics,US
1555,2023-09-25T15:33:08,click,0.0,groceries,US
1161,2023-09-26T16:01:45,click,0.0,electronics,US
1201,2023-06-08T03:27:20,view,0.0,groceries,US
1957,2023-02-17T22:56:43,view,0.0,groceries,DE
1995,2023-01-26T12:05:31,click,0.0,home,US
1269,2023-12-21T13:53:29,view,0.0,electronics,GB
1862,2023-07-26T13:23:48,click,0.0,home,US
1815,2023-09-03T06:55:59,click,0.0,books,IN
1270,2023-05-01T14:47:11,view,0.0,clothing,AU
1455,2023-11-02T13:38:40,click,0.0,electronics,IN
1461,2023-02-08T05:32:11,view,0.0,books,US
1726,2023-09-24T16:59:52,click,0.0,fitness,CA
1251,2023-12-20T14:15:39,click,0.0,books,IN
1701,2023-08-17T08:37:24,click,0.0,home,IN
1295,2023-12-13T23:05:25,signup,0.0,home,US
1724,2023-03-28T16:38:11,view,0.0,clothing,IN
1719,2023-09-14T12:25:25,refund,0.0,clothing,GB
1748,2023-07-18T18:46:51,view,0.0,clothing,FR
1337,2023-03-13T14:59:03,view,0.0,clothing,US
1878,2023-06-26T22:12:50,click,0.0,home,GB
1052,2023-02-13T21:38:12,click,0.0,groceries,GB
1791,2023-01-21T00:50:41,click,0.0,home,FR
1921,2023-10-11T16:42:21,click,0.0,groceries,DE
1216,2023-12-27T02:20:17,view,0.0,home,CA
1763,2023-03-12T18:05:00,click,0.0,fitness,US
1187,2023-07-10T14:36:25,click,0.0,home,IN
1379,2023-07-06T01:01:32,click,0.0,clothing,US
1492,2023-08-24T17:42:07,click,0.0,groceries,FR
1040,2023-01-28T23:26:49,view,0.0,books,IN
1156,2023-07-20T06:42:21,purchase,29.35,fitness,DE
1014,2023-09-30T09:24:26,click,0.0,books,US
1812,2023-02-03T20:40:09,click,0.0,fitness,AU
1064,2023-12-03T12:03:49,click,0.0,books,DE
1856,2023-04-16T20:19:15,purchase,58.63,clothing,GB
1838,2023-06-24T02:15:16,click,0.0,books,AU
1520,2023-07-21T04:52:48,view,0.0,home,AU
1343,2023-07-29T16:24:38,view,0.0,clothing,US
1128,2023-10-01T04:53:11,click,0.0,books,AU
1647,2023-05-03T16:18:48,click,0.0,clothing,IN
1471,2023-03-30T23:21:08,click,0.0,home,DE
1062,2023-09-22T23:41:38,purchase,33.02,clothing,US
1138,2023-03-25T09:13:45,view,0.0,books,US
1498,2023-03-01T16:56:10,view,0.0,clothing,FR
1592,2023-02-25T19:50:16,view,0.0,fitness,GB
1391,2023-03-02T07:26:06,view,0.0,electronics,US
1674,2023-07-27T08:15:33,view,0.0,books,IN
1418,2023-10-07T08:27:58,click,0.0,home,CA
1288,2023-03-06T08:27:48,click,0.0,groceries,US
1378,2023-02-04T05:32:12,click,0.0,clothing,IN
1772,2023-08-08T06:06:10,view,0.0,fitness,GB
1489,2023-01-04T11:06:29,click,0.0,clothing,US
1230,2023-03-17T08:00:50,view,0.0,books,GB
1040,2023-01-19T01:04:09,click,0.0,fitness,IN
1027,2023-03-13T00:40:21,signup,0.0,books,US
1134,2023-11-14T08:51:15,click,0.0,electronics,CA
1200,2023-08-10T15:55:10,click,0.0,home,CA
1839,2023-04-17T23:56:01,signup,0.0,fitness,AU
1779,2023-01-06T20:10:55,click,0.0,fitness,FR
1929,2023-12-01T23:31:51,signup,0.0,clothing,IN
1032,2023-05-23T22:37:23,click,0.0,clothing,US
1047,2023-01-03T17:47:04,click,0.0,groceries,DE
1502,2023-11-30T14:36:06,view,0.0,fitness,IN
1406,2023-04-20T10:49:47,purchase,22.08,clothing,IN
1573,2023-08-19T15:10:25,click,0.0,clothing,US
1727,2023-09-04T19:40:19,signup,0.0,electronics,US
1804,2023-07-12T12:32:36,view,0.0,groceries,IN
1098,2023-08-29T18:28:18,purchase,17.44,clothing,US
1683,2023-04-27T15:05:32,click,0.0,clothing,AU
1871,2023-12-02T18:06:44,click,0.0,home,IN
1725,2023-02-18T05:18:09,purchase,14.85,fitness,GB
1986,2023-11-19T19:57:30,signup,0.0,clothing,US
1546,2023-04-28T23:54:10,view,0.0,electronics,AU
1960,2023-06-24T12:35:09,click,0.0,clothing,GB
1738,2023-01-02T01:54:06,click,0.0,fitness,IN
1612,2023-09-13T23:19:20,view,0.0,clothing,IN
1942,2023-10-21T16:31:50,click,0.0,books,GB
1461,2023-01-28T09:41:53,click,0.0,clothing,IN
1642,2023-11-04T19:37:12,click,0.0,groceries,US
1768,2023-12-20T20:55:41,view,0.0,fitness,US
1004,2023-06-05T14:24:03,click,0.0,fitness,IN
1217,2023-08-30T04:58:04,view,0.0,books,US
1502,2023-11-27T12:25:12,view,0.0,groceries,US
1766,2023-01-27T10:39:58,view,0.0,groceries,IN
1397,2023-12-18T15:01:00,click,0.0,fitness,FR
1870,2023-01-18T17:38:57,click,0.0,electronics,CA
1794,2023-01-10T01:39:26,view,0.0,clothing,IN
1392,2023-05-11T18:51:07,purchase,17.04,groceries,IN
1206,2023-03-29T22:11:53,view,0.0,clothing,CA
1014,2023-05-02T00:33:19,signup,0.0,clothing,DE
1857,2023-07-07T10:22:03,view,0.0,electronics,AU
1553,2023-07-10T02:22:43,view,0.0,electronics,US
1891,2023-06-01T20:02:12,click,0.0,groceries,US
1460,2023-01-10T00:25:05,click,0.0,groceries,CA
1690,2023-10-04T07:44:41,view,0.0,fitness,US
1574,2023-04-18T16:53:20,click,0.0,books,DE
1863,2023-07-16T17:32:22,view,0.0,clothing,DE
1742,2023-06-10T19:15:37,click,0.0,fitness,FR
1240,2023-02-22T05:45:52,view,0.0,clothing,CA
1563,2023-03-18T19:52:15,view,0.0,electronics,US
1095,2023-02-10T18:33:30,view,0.0,electronics,IN
1899,2023-05-15T10:24:26,refund,0.0,fitness,IN
1733,2023-11-05T00:22:47,click,0.0,groceries,AU
1484,2023-09-15T14:39:30,click,0.0,books,IN
1406,2023-12-10T04:16:45,click,0.0,books,IN
1230,2023-03-18T02:27:53,purchase,72.77,electronics,AU
1748,2023-04-18T12:24:21,view,0.0,electronics,US
1654,2023-06-14T07:30:46,view,0.0,books,FR
1170,2023-02-21T11:22:01,click,0.0,books,GB
1540,2023-07-21T17:24:00,view,0.0,groceries,US
1035,2023-05-30T11:49:17,click,0.0,books,IN
1524,2023-02-03T15:20:05,view,0.0,clothing,US
1159,2023-11-24T23:24:06,purchase,179.31,books,IN
1838,2023-09-20T01:57:41,view,0.0,home,GB
1698,2023-12-23T10:42:11,view,0.0,books,US
1242,2023-10-15T13:52:48,view,0.0,electronics,IN
1085,2023-02-22T21:12:26,view,0.0,electronics,US
1795,2023-08-11T18:41:12,click,0.0,home,FR
1577,2023-12-23T12:19:15,view,0.0,clothing,CA
1681,2023-08-19T12:29:58,click,0.0,books,US
1556,2023-11-15T19:02:46,click,0.0,books,IN
1573,2023-08-02T06:44:00,click,0.0,home,FR
1952,2023-07-29T18:47:51,view,0.0,groceries,DE
1645,2023-10-29T04:13:27,click,0.0,groceries,CA
1795,2023-09-11T03:48:06,view,0.0,clothing,US
1027,2023-01-26T19:37:33,click,0.0,books,US
1619,2023-12-22T11:19:58,click,0.0,books,CA
1555,2023-01-07T18:29:02,view,0.0,books,US
1339,2023-02-22T19:44:30,click,0.0,electronics,IN
1797,2023-01-17T10:37:34,view,0.0,fitness,US
1957,2023-05-03T18:02:15,view,0.0,groceries,IN
1330,2023-10-27T15:28:47,signup,0.0,fitness,DE
1639,2023-11-28T18:28:02,view,0.0,home,GB
1505,2023-11-28T22:05:30,click,0.0,fitness,IN
1347,2023-04-07T16:57:05,click,0.0,electronics,FR
1472,2023-09-20T02:45:10,click,0.0,electronics,US
1230,2023-07-02T22:36:07,signup,0.0,groceries,IN
1189,2023-10-23T07:24:32,click,0.0,books,IN
1224,2023-11-11T09:16:43,click,0.0,clothing,FR
1384,2023-01-18T03:26:17,click,0.0,fitness,US
1376,2023-07-16T02:43:27,purchase,49.99,home,FR
1282,2023-09-01T20:21:12,click,0.0,groceries,IN
1957,2023-02-16T05:09:02,refund,0.0,clothing,IN
1632,2023-11-16T09:37:16,click,0.0,groceries,DE
1627,2023-09-06T02:48:46,click,0.0,groceries,GB
1972,2023-10-29T09:51:22,click,0.0,groceries,US
1744,2023-07-07T01:30:43,purchase,49.31,groceries,CA
1258,2023-03-10T10:47:43,purchase,114.9,books,IN
1358,2023-11-13T01:49:51,click,0.0,electronics,FR
1709,2023-10-20T11:05:01,click,0.0,fitness,DE
1455,2023-06-10T23:36:11,view,0.0,groceries,IN
1410,2023-11-30T17:38:37,click,0.0,clothing,GB
1648,2023-10-14T18:14:59,click,0.0,fitness,AU
1317,2023-12-11T09:00:50,click,0.0,clothing,GB
1676,2023-04-03T03:36:53,click,0.0,clothing,US
1224,2023-03-22T14:02:24,click,0.0,electronics,US
1818,2023-09-11T10:13:41,click,0.0,electronics,FR
1233,2023-08-01T01:35:45,click,0.0,clothing,AU
1683,2023-06-28T04:37:12,purchase,28.59,books,DE
1663,2023-08-18T17:52:49,click,0.0,electronics,DE
1974,2023-07-18T17:08:06,view,0.0,electronics,IN
1826,2023-09-05T17:20:59,click,0.0,books,FR
1373,2023-11-07T21:12:16,view,0.0,groceries,IN
1671,2023-03-30T06:42:19,click,0.0,electronics,DE
1607,2023-05-22T06:56:54,view,0.0,fitness,IN
1471,2023-12-13T21:32:04,click,0.0,clothing,US
1232,2023-06-04T04:33:59,purchase,153.31,clothing,DE
1691,2023-01-16T15:05:39,click,0.0,books,DE
1112,2023-05-17T16:10:06,click,0.0,clothing,AU
1829,2023-12-06T07:56:27,signup,0.0,home,IN
1496,2023-02-13T05:29:02,view,0.0,clothing,IN
1441,2023-04-08T13:27:21,click,0.0,books,CA
1563,2023-11-02T19:45:26,signup,0.0,books,IN
1267,2023-04-20T06:21:41,click,0.0,books,GB
1509,2023-05-30T04:33:56,click,0.0,fitness,CA
1806,2023-04-29T19:52:54,refund,0.0,home,AU
1385,2023-06-03T20:50:35,click,0.0,electronics,US
1386,2023-11-29T18:46:39,purchase,46.36,groceries,GB
1112,2023-08-27T17:53:40,click,0.0,clothing,US
1612,2023-06-12T00:36:36,view,0.0,fitness,US
1624,2023-04-01T04:36:30,view,0.0,electronics,IN
1951,2023-05-17T17:06:24,refund,0.0,books,FR
1080,2023-02-02T15:38:25,view,0.0,electronics,IN
1698,2023-06-24T18:25:40,click,0.0,electronics,GB
1112,2023-11-09T22:33:48,view,0.0,home,GB
1001,2023-04-30T02:12:34,click,0.0,books,US
1641,2023-01-11T17:15:09,view,0.0,fitness,IN
1219,2023-10-10T19:59:40,purchase,64.72,fitness,FR
1565,2023-09-15T07:41:05,view,0.0,books,US
1854,2023-07-08T18:07:09,view,0.0,clothing,DE
1996,2023-07-22T09:11:25,click,0.0,fitness,IN
1735,2023-09-25T07:28:35,view,0.0,fitness,IN
1224,2023-02-18T22:25:39,click,0.0,clothing,IN
1384,2023-08-09T21:19:15,view,0.0,clothing,IN
1402,2023-11-25T14:44:03,click,0.0,fitness,IN
1637,2023-08-13T05:41:38,view,0.0,fitness,DE
1129,2023-05-23T23:38:20,click,0.0,fitness,IN
1052,2023-10-30T22:11:55,view,0.0,clothing,IN
1683,2023-02-15T16:32:06,click,0.0,fitness,IN
1729,2023-03-28T00:59:36,purchase,57.73,electronics,DE
1671,2023-04-16T12:14:35,click,0.0,electronics,US
1709,2023-09-06T00:01:56,view,0.0,clothing,US
1415,2023-08-17T21:21:07,click,0.0,clothing,DE
1246,2023-02-12T09:01:46,view,0.0,clothing,GB
1835,2023-05-01T12:22:57,click,0.0,groceries,IN
1438,2023-01-12T12:57:37,view,0.0,clothing,FR
1202,2023-12-19T09:45:40,click,0.0,groceries,US
1183,2023-12-22T00:49:58,view,0.0,clothing,US
1122,2023-07-06T08:49:13,click,0.0,books,FR
1400,2023-06-29T05:38:39,click,0.0,home,IN
1766,2023-02-12T12:35:53,view,0.0,fitness,IN
1293,2023-02-24T23:03:04,click,0.0,fitness,AU
1279,2023-12-29T08:01:16,click,0.0,electronics,US
1836,2023-10-06T17:03:34,signup,0.0,books,US
1883,2023-01-26T14:31:32,signup,0.0,home,FR
1609,2023-09-02T18:18:33,view,0.0,fitness,IN
1197,2023-12-26T10:10:17,click,0.0,fitness,IN
1981,2023-08-25T01:25:29,click,0.0,groceries,IN
1906,2023-11-22T10:05:25,view,0.0,electronics,DE
1510,2023-01-17T00:33:30,click,0.0,groceries,US
1751,2023-12-22T09:11:23,signup,0.0,groceries,FR
1143,2023-05-04T19:03:27,click,0.0,electronics,IN
1608,2023-06-14T01:28:18,refund,0.0,home,GB
1200,2023-10-22T13:58:44,view,0.0,electronics,US
1123,2023-05-27T08:59:51,view,0.0,clothing,IN
1186,2023-03-26T20:13:15,click,0.0,groceries,FR
1325,2023-01-24T17:08:00,purchase,206.69,clothing,US
1463,2023-01-29T14:00:06,click,0.0,electronics,GB
1348,2023-06-04T00:22:37,view,0.0,electronics,IN
1770,2023-08-18T08:35:32,purchase,0.43,fitness,FR
1659,2023-01-13T02:25:33,click,0.0,home,IN
1763,2023-01-15T21:10:44,click,0.0,groceries,DE
1954,2023-02-24T02:13:04,view,0.0,books,DE
1931,2023-11-06T06:47:36,click,0.0,electronics,IN
1402,2023-01-10T02:46:40,view,0.0,fitness,IN
1345,2023-02-22T02:26:12,click,0.0,books,DE
1962,2023-07-10T01:04:57,click,0.0,groceries,IN
1510,2023-03-22T13:50:48,view,0.0,clothing,FR
1146,2023-03-06T07:50:21,view,0.0,groceries,US
1147,2023-12-04T04:34:38,click,0.0,home,US
1863,2023-01-18T04:40:19,purchase,74.23,books,IN
1710,2023-08-04T11:02:20,purchase,5.47,fitness,IN
1819,2023-11-02T03:40:23,view,0.0,books,IN
1488,2023-11-18T23:07:17,click,0.0,clothing,IN
1928,2023-07-15T14:14:02,click,0.0,fitness,IN
1935,2023-07-02T09:28:30,view,0.0,clothing,US
1639,2023-03-01T06:49:54,view,0.0,electronics,US
1550,2023-04-22T22:08:35,click,0.0,groceries,IN
1337,2023-12-27T06:54:41,view,0.0,home,IN
1871,2023-05-15T06:05:20,click,0.0,electronics,US
1640,2023-05-08T05:41:32,click,0.0,groceries,DE
1778,2023-07-22T16:31:09,view,0.0,clothing,US
1987,2023-01-07T12:09:27,view,0.0,home,CA
1952,2023-05-14T04:45:20,click,0.0,clothing,IN
1472,2023-10-22T21:06:05,view,0.0,fitness,IN
1945,2023-06-06T16:59:08,signup,0.0,clothing,IN
1150,2023-05-26T16:15:38,view,0.0,books,IN
1414,2023-08-02T09:06:56,view,0.0,groceries,CA
1989,2023-04-25T23:02:59,click,0.0,electronics,US
1297,2023-01-21T22:08:57,click,0.0,books,US
1610,2023-02-13T10:05:31,click,0.0,fitness,IN
1262,2023-11-14T22:51:53,view,0.0,groceries,AU
1763,2023-04-02T15:55:10,view,0.0,fitness,DE
1143,2023-08-18T06:21:57,click,0.0,groceries,US
1345,2023-05-11T00:18:00,click,0.0,groceries,AU
1623,2023-06-14T11:12:00,click,0.0,home,AU
1571,2023-07-15T20:27:50,click,0.0,books,IN
1880,2023-05-31T16:29:14,signup,0.0,electronics,IN
1001,2023-10-11T02:06:12,view,0.0,books,IN
1896,2023-01-03T22:34:03,click,0.0,fitness,GB
1303,2023-09-08T04:05:18,view,0.0,clothing,IN
1253,2023-05-07T17:18:07,view,0.0,fitness,FR
1651,2023-02-25T17:24:07,view,0.0,groceries,US
1452,2023-03-07T04:13:33,click,0.0,clothing,FR
1036,2023-02-26T23:52:54,click,0.0,books,GB
1159,2023-06-30T13:36:51,click,0.0,electronics,FR
1008,2023-01-22T08:42:13,purchase,84.81,clothing,US
1232,2023-09-19T07:37:25,view,0.0,clothing,CA
1098,2023-10-13T16:17:31,view,0.0,home,GB
1658,2023-09-02T00:00:04,click,0.0,books,GB
1815,2023-04-19T19:56:39,click,0.0,clothing,US
1207,2023-06-23T21:52:20,click,0.0,books,CA
1130,2023-03-26T17:38:25,signup,0.0,electronics,US
1403,2023-07-19T15:43:42,click,0.0,clothing,FR
1151,2023-03-06T15:16:21,click,0.0,electronics,US
1053,2023-12-06T14:12:08,signup,0.0,fitness,DE
1119,2023-10-04T22:12:44,view,0.0,clothing,AU
1672,2023-06-15T16:32:18,view,0.0,groceries,US
1919,2023-11-21T15:53:35,click,0.0,home,US
1627,2023-10-20T02:56:32,view,0.0,home,US
1586,2023-11-25T08:35:12,click,0.0,home,IN
1624,2023-03-25T23:38:20,view,0.0,electronics,GB
1967,2023-01-14T20:37:22,click,0.0,books,IN
1419,2023-01-14T21:12:09,click,0.0,home,US
1421,2023-01-21T17:17:08,view,0.0,fitness,US
1103,2023-03-23T15:01:54,view,0.0,clothing,IN
1851,2023-08-10T01:39:52,view,0.0,clothing,GB
1253,2023-04-22T07:39:19,click,0.0,groceries,IN
1226,2023-10-30T09:41:22,click,0.0,electronics,FR
1111,2023-06-20T23:09:12,view,0.0,clothing,IN
1509,2023-04-13T13:11:26,view,0.0,clothing,IN
1472,2023-11-04T19:39:24,signup,0.0,groceries,US
1098,2023-05-12T14:44:53,view,0.0,groceries,IN
1152,2023-03-11T15:23:24,view,0.0,books,US
1860,2023-02-18T17:04:54,purchase,26.49,books,IN
1913,2023-07-19T22:33:55,click,0.0,books,US
1895,2023-07-16T17:02:43,click,0.0,clothing,US
1877,2023-10-25T15:43:39,click,0.0,groceries,US
1337,2023-02-21T04:15:40,click,0.0,fitness,GB
1705,2023-05-04T23:14:41,view,0.0,electronics,DE
1821,2023-11-12T09:37:24,view,0.0,books,US
1162,2023-06-22T19:32:07,view,0.0,fitness,IN
1719,2023-10-07T10:02:30,click,0.0,home,US
1956,2023-04-07T16:18:55,view,0.0,clothing,FR
1680,2023-12-25T06:44:38,click,0.0,electronics,GB
1995,2023-04-24T13:19:01,view,0.0,clothing,IN
1160,2023-12-02T16:59:30,click,0.0,fitness,US
1579,2023-02-14T15:53:24,purchase,5.43,books,CA
1800,2023-01-27T21:57:32,click,0.0,fitness,US
1397,2023-06-21T02:39:44,click,0.0,fitness,US
1276,2023-06-16T07:12:22,view,0.0,clothing,IN
1815,2023-09-12T12:12:56,purchase,77.64,books,US
1915,2023-11-04T09:35:12,view,0.0,clothing,IN
1503,2023-01-11T17:50:52,view,0.0,books,IN
1895,2023-10-26T01:34:57,refund,0.0,groceries,DE
1391,2023-01-07T22:45:38,refund,0.0,groceries,IN
1134,2023-06-01T23:12:18,view,0.0,groceries,AU
1194,2023-01-01T20:37:11,view,0.0,groceries,US
1400,2023-09-25T20:24:38,click,0.0,groceries,GB
1639,2023-09-16T09:05:02,purchase,22.7,home,US
1032,2023-02-10T19:29:45,click,0.0,clothing,US
1687,2023-08-31T03:51:22,signup,0.0,fitness,AU
1459,2023-11-09T16:25:55,click,0.0,groceries,IN
1954,2023-12-12T12:47:04,click,0.0,home,AU
1882,2023-11-14T08:34:24,view,0.0,home,GB
1469,2023-01-31T00:17:30,click,0.0,clothing,GB
1374,2023-05-24T15:32:17,click,0.0,clothing,IN
1021,2023-08-19T05:12:30,view,0.0,books,DE
1749,2023-02-11T16:15:57,view,0.0,books,IN
1669,2023-09-26T21:04:35,view,0.0,groceries,CA
1037,2023-11-20T15:53:54,click,0.0,electronics,FR
1229,2023-11-24T23:34:40,view,0.0,books,US
1364,2023-04-20T14:12:20,click,0.0,electronics,AU
1562,2023-06-10T18:19:18,click,0.0,fitness,IN
1437,2023-11-08T05:53:56,view,0.0,books,CA
1775,2023-05-16T02:52:37,purchase,9.43,fitness,DE
1282,2023-12-13T11:39:38,view,0.0,home,IN
1026,2023-04-27T08:05:26,view,0.0,home,US
1225,2023-04-14T01:50:08,click,0.0,fitness,DE
1276,2023-12-25T07:11:31,view,0.0,home,GB
1797,2023-06-10T12:03:51,click,0.0,fitness,US
1608,2023-09-11T11:49:00,signup,0.0,electronics,IN
1283,2023-02-20T16:06:27,purchase,39.83,groceries,IN
1878,2023-02-14T10:39:33,view,0.0,fitness,AU
1959,2023-07-29T23:11:20,view,0.0,books,IN
1480,2023-03-29T05:25:24,view,0.0,books,CA
1452,2023-06-01T19:03:57,view,0.0,electronics,IN
1828,2023-11-02T11:53:47,click,0.0,fitness,US
1815,2023-03-04T17:54:11,click,0.0,home,IN
1658,2023-03-25T15:48:39,view,0.0,groceries,AU
1515,2023-08-05T20:50:36,signup,0.0,books,IN
1546,2023-02-04T17:24:24,click,0.0,groceries,US
1191,2023-10-28T05:01:55,click,0.0,groceries,FR
1048,2023-08-23T20:38:10,click,0.0,clothing,FR
1511,2023-04-20T01:21:27,purchase,35.42,groceries,FR
1016,2023-11-13T03:13:08,click,0.0,fitness,AU
1171,2023-08-18T18:12:57,click,0.0,clothing,AU
1219,2023-10-21T19:06:32,view,0.0,electronics,FR
1157,2023-07-15T21:29:54,view,0.0,home,GB
1476,2023-04-08T18:18:51,click,0.0,clothing,GB
1045,2023-01-26T13:36:17,click,0.0,groceries,IN
1372,2023-07-08T05:07:28,view,0.0,home,DE
1517,2023-01-15T02:08:29,view,0.0,groceries,IN
1098,2023-11-21T11:02:47,signup,0.0,groceries,FR
1891,2023-08-22T04:38:34,view,0.0,clothing,GB
1744,2023-11-15T03:30:42,click,0.0,electronics,CA
1036,2023-10-18T18:21:10,view,0.0,groceries,IN
1279,2023-03-26T16:07:44,click,0.0,fitness,DE
1348,2023-09-11T14:09:04,click,0.0,clothing,US
1496,2023-06-09T12:25:50,signup,0.0,fitness,CA
1301,2023-10-01T17:53:35,purchase,17.95,fitness,IN
1180,2023-04-16T08:46:51,click,0.0,groceries,IN
1606,2023-09-20T00:17:12,click,0.0,fitness,US
1098,2023-01-27T08:06:38,click,0.0,home,US
1699,2023-02-26T15:02:51,click,0.0,electronics,US
1992,2023-09-04T03:54:36,view,0.0,groceries,CA
1115,2023-10-28T22:43:46,click,0.0,fitness,IN
1190,2023-11-04T00:44:05,signup,0.0,electronics,GB
1252,2023-11-01T19:41:06,click,0.0,electronics,IN
1980,2023-04-12T14:38:36,view,0.0,home,IN
1927,2023-09-21T00:41:47,purchase,1.29,home,CA
1982,2023-04-28T13:35:15,view,0.0,books,US
